objectid,filename,thumb,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,rightsstatement,publisher,datacontributor,genre,relation
875,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Dust,"Cloud, Virginia Woodward ",1903-08,,,,,,Fictionmags,VL539,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Poetry,
876,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Eden's Gate,"Cloud, Virginia Woodward ",1914-10,,,,,,Fictionmags,VL540,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cassell's Magazine of Fiction,Tara Brooky,Fiction,
877,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Egypt Land,"Cloud, Virginia Woodward ",1906-01,,,,,,Fictionmags,VL541,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Tara Brooky,Poetry,
878,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Enter the Blind God,"Cloud, Virginia Woodward ",1906-10,,,,,,Fictionmags,VL542,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,People's Magazine,Tara Brooky,Fiction,
879,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Fairy-Land,"Cloud, Virginia Woodward ",1892-05,,,,,,Fictionmags,VL543,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,St. Nicholas,Tara Brooky,Poetry,
880,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Firelight,"Cloud, Virginia Woodward ",1892-03,,,,,,Fictionmags,VL544,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,St. Nicholas,Tara Brooky,Poetry,
881,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,From a Little Red Book,"Cloud, Virginia Woodward ",1903-02,,,,,,Fictionmags,VL545,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Fiction,
882,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Gate, The","Cloud, Virginia Woodward ",1905-09,,,,,,Fictionmags,VL546,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Ainslee's Magazine,Tara Brooky,Poetry,
884,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Her Arabian Night,"Cloud, Virginia Woodward ",1917-08-11,,,,,,Fictionmags,VL548,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Bellman,Tara Brooky,Fiction,
885,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,His Fiancée,"Cloud, Virginia Woodward ",1904-05,,,,,,Fictionmags,VL549,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Delineator,Tara Brooky,Fiction,
890,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,How the Boy Was Prevented,"Cloud, Virginia Woodward ",1894-07,,,,,,Fictionmags,VL554,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Short Stories,Tara Brooky,Fiction,
892,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,In the Camp of Philistia,"Cloud, Virginia Woodward ",1893-12,,,,,,American Periodical Series,VL556,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Lippincott's,JLC,Fiction,
894,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,In Tune,"Cloud, Virginia Woodward ",1901-08,Available in American Periodical Series. From:,,,,,Fictionmags,VL558,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cosmopolitian,Tara Brooky,Poetry,
896,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Iram's Rose,"Cloud, Virginia Woodward ",1904-04,,,,,,Fictionmags,VL560,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Poetry,
897,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Isle of Dreams,"Cloud, Virginia Woodward ",1918-02-02,,,,,,Fictionmags,VL561,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Bellman,Tara Brooky,Poetry,
898,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Jester, The","Cloud, Virginia Woodward ",1894-01,,,,,,Fictionmags,VL562,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Short Stories,Tara Brooky,Fiction,
899,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Jester's Song, A","Cloud, Virginia Woodward ",1904-01,,,,,,Fictionmags,VL563,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Poetry,
900,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"King, The","Cloud, Virginia Woodward ",1905-04,,,,,,Fictionmags,VL564,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Delineator,Tara Brooky,Fiction,
902,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Laughing Duchess, The","Cloud, Virginia Woodward ",1918-04-23,,,,,,Fictionmags,VL566,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Bellman,Tara Brooky,Fiction,
906,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Leisurely Lane,"Cloud, Virginia Woodward ",1897-10,,,,,,Fictionmags,VL570,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Ladies' Home Journal,Tara Brooky,Poetry,
909,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Little House, The","Cloud, Virginia Woodward ",1917-12-08,,,,,,Fictionmags,VL573,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Bellman,Tara Brooky,Poetry,
910,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Little Things,"Cloud, Virginia Woodward ",1923-10,,,,,,Fictionmags,VL574,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Holland's,Tara Brooky,Fiction,
911,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Liza Wetherford,"Cloud, Virginia Woodward ",1901-09,,,,,,Fictionmags,VL575,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Atlantic Monthly,Tara Brooky,Fiction,
912,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Lizbeth's Song,"Cloud, Virginia Woodward ",1891-11,,,,,,Fictionmags,VL576,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,St. Nicholas,Tara Brooky,Poetry,
917,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Misery and Company,Cloud Virginia Woodward,1902-02,,,,,,Fictionmags,VL581,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Tara Brooky,Fiction,
920,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,O'Tara,Cloud Virginia Woodward,1904-02-06,,,,,,Fictionmags,VL584,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Weekly,Tara Brooky,Fiction,
922,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Pan to His Pipe,"Cloud, Virginia Woodward ",1907-05,,,,,,Fictionmags,VL586,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Poetry,
923,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Paying the Piper,"Cloud, Virginia Woodward ",1906-04,,,,,,Fictionmags,VL587,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Scrap Book (magazine),Tara Brooky,Poetry,
924,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Petition, A","Cloud, Virginia Woodward ",1905-12,Available in LND stacks. From:,,,,,Fictionmags,VL588,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Tara Brooky,Poetry,
925,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Pilgrim, The","Cloud, Virginia Woodward ",1900-12,Available in American Periodical Series. From:,,,,,Fictionmags,VL589,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cosmopolitan,Tara Brooky,Poetry,
1855,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Take It Back Day and Ann,,1916-08-24,,,,,,American Periodicals Series,VL662,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Youth's Companion,Jean Lee Cole,Fiction,
1879,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Peggy Raymond's School Days,,1916,,,,,,American Periodicals Series,VL686,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Page & Co.,Jean Lee Cole,Novel,
1887,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Gray Tweed Tragedy, The","Smith, Harriet Lummis",1915-07-10,,,,,,Fictionmags Index,VL694,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,All-Story Weekly,Jean Lee Cole,Fiction,
1888,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,By Devious Ways,"Smith, Harriet Lummis",1916-07-22,,,,,,Fictionmags Index,VL695,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,All-Story Weekly,Jean Lee Cole,Fiction,
1889,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Going Up!,"Smith, Harriet Lummis",1913-01,,,,,,Fictionmags Index,VL696,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Boys' Magazine,Jean Lee Cole,Fiction,
1890,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Beat, The","Smith, Harriet Lummis",1916-03,,,,,,Fictionmags Index,VL697,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Breezy Stories,Jean Lee Cole,Fiction,
1891,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,For Margaret's Sake,"Smith, Harriet Lummis",1916-01,,,,,,Fictionmags Index,VL698,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Breezy Stories,Jean Lee Cole,Fiction,
1892,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,From the Silence,"Smith, Harriet Lummis",1913-03-15,,,,,,Fictionmags Index,VL699,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cavalier,Jean Lee Cole,Fiction,
1893,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Guilt Circumstantial,"Smith, Harriet Lummis",1910-09,,,,,,Fictionmags Index,VL700,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cavalier,Jean Lee Cole,Fiction,
1894,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Lady of the Lantern, The","Smith, Harriet Lummis",1909-02,,,,,,Fictionmags Index,VL701,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cavalier,Jean Lee Cole,Fiction,
1895,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Matchmaker, The","Smith, Harriet Lummis",1909-11,,,,,,Fictionmags Index,VL702,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cavalier,Jean Lee Cole,Fiction,
1896,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Sauce for the Gander,"Smith, Harriet Lummis",1912-09-14,,,,,,Fictionmags Index,VL703,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cavalier,Jean Lee Cole,Fiction,
1897,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Scientific Methods,"Smith, Harriet Lummis",1913-07-19,,,,,,Fictionmags Index,VL704,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Cavalier,Jean Lee Cole,Fiction,
1898,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Fool For Luck,"Smith, Harriet Lummis",1919-10-28,,,,,,Fictionmags Index,VL705,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Detective Story Magazine,Jean Lee Cole,Fiction,
1899,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Singular Case of Sarah, The","Smith, Harriet Lummis",1918-02-05,,,,,,Fictionmags Index,VL706,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Detective Story Magazine,Jean Lee Cole,Fiction,
1900,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,When a Woman Will,"Smith, Harriet Lummis",1912-10,,,,,,Fictionmags Index,VL707,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Housewife,Jean Lee Cole,Fiction,
1902,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Thoroughbred, The","Smith, Harriet Lummis",1916-06,,,,,,Fictionmags Index,VL709,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Romance,Jean Lee Cole,Fiction,
1903,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Shop Early,"Smith, Harriet Lummis",1918-01,,,,,,Fictionmags Index,VL710,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smith's,Jean Lee Cole,Fiction,
1904,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Her Last Half-Year,"Smith, Harriet Lummis",1910-12,,,,,,Fictionmags Index,VL711,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Young's,Jean Lee Cole,Fiction,
1905,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Interrupted Widowhood, An","Smith, Harriet Lummis",1911-04,,,,,,Fictionmags Index,VL712,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Young's,Jean Lee Cole,Fiction,
1906,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,To Gain or Lose it All,"Smith, Harriet Lummis",1912-04,,,,,,Fictionmags Index,VL713,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Young's,Jean Lee Cole,,
1918,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Maryland Heraldry series (1905-1908),Lantz Emily Emerson,,,,,,,WorldCat,VL722,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Baltimore Sun,,Article,
1920,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Suburban baltimore series (1905-1906),Lantz Emily Emerson,,,,,,,ProQuest,VL724,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Baltimore Sun,,Article,
1931,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Maryland holiday in the olden time [Christmas],Lantz Emily Emerson,1914-12-06,,,,,,ProQuest,VL735,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Article,
1959,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,What we should eat in hot weather is problem,Lantz Emily Emerson,1921-07-17,,,,,,ProQuest,VL763,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
1964,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Do You Know the Street On Which You Live series (1923-1924),Lantz Emily Emerson,,,,,,,ProQuest,VL768,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Baltimore Sun,,Article,
1967,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Heard and seen in passing christmas crowds,Lantz Emily Emerson,1923-12-23,,,,,,ProQuest,VL771,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
2155,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Frigga's Dirge: From Baldur the beautiful,"Litchfield, Grace Denio",1910-10,"From: 192.659,  (Oct 1910): 434",,,,,American Periodical Series,VL826,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,North American Review,Ellen Roussel,Poetry,
2158,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Bric-a-brac: Good-bye,"Litchfield, Grace Denio",1884-01,http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;g=moagrp;xc=1;q1=grace%20denio%20litchfield;rgn=full%20text;view=image;cc=cent;seq=0490;idno=cent0027-3;node=cent0027-3%3A34 From: 27.3 (Jan 1884),,,,,Making of America,VL829,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2161,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Bric-a-brac: Love's young dream,"Litchfield, Grace Denio",1891-05,http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;g=moagrp;xc=1;q1=grace%20denio%20litchfield;rgn=full%20text;view=image;cc=cent;seq=0170;idno=cent0042-1;node=cent0042-1%3A36 From: 42.1 (May 1891),,,,,Making of America,VL832,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2162,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Sunlight, The ","Litchfield, Grace Denio",1893-06,http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;g=moagrp;xc=1;q1=grace%20denio%20litchfield;rgn=full%20text;view=image;cc=cent;seq=0314;idno=cent0046-2;node=cent0046-2%3A23 From: 46.2 (June 1893),,,,,Making of America,VL833,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2163,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,To the Cicada Septendecim,"Litchfield, Grace Denio",1893-06,http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;g=moagrp;xc=1;q1=grace%20denio%20litchfield;rgn=full%20text;view=image;cc=cent;seq=0314;idno=cent0046-2;node=cent0046-2%3A23 From: 46.2 (June 1893),,,,,Making of America,VL834,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2164,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Poet-heart, The","Litchfield, Grace Denio",1893-06,"In Mimosa Leaves?

http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;g=moagrp;xc=1;q1=grace%20denio%20litchfield;rgn=full%20text;view=image;cc=cent;seq=0314;idno=cent0046-2;node=cent0046-2%3A23 From: 46.2 (June 1893)",,,,,Making of America,VL835,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2165,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Ennui,"Litchfield, Grace Denio",1897-01,http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;g=moagrp;xc=1;q1=grace%20denio%20litchfield;rgn=full%20text;view=image;cc=cent;seq=0371;idno=cent0053-3;node=cent0053-3%3A6 From: 53.3 (Jan 1897),,,,,Making of America,VL836,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2176,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Setting Sun,"Litchfield, Grace Denio",1901-01,"From:  January 1901, Vol. 12, p462",,,,,Reader's Guide,VL847,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Bookman,Ellen Roussel,Poetry,
2177,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,In the Forum of Justice,"Litchfield, Grace Denio",1900-05,"From:  May 1900, Vol. 60, p10",,,,,Reader's Guide,VL848,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2178,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Hidden Brook,"Litchfield, Grace Denio",1899-07,"From: ns 36) (July 1899, p395",,,,,Reader's Guide,VL849,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Ellen Roussel,Poetry,
2179,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Courage,"Litchfield, Grace Denio",1896-02-16,"From: February 16 1896, Vol. 20, p112",,,,,Reader's Guide,VL850,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Dial,Ellen Roussel,Poetry,
2180,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Correspondence,"Litchfield, Grace Denio",1885-07-02,"From: Vol. 41 Issue 1044, p12-13",,,,,MAS Ultra - School Edition,VL851,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Nation,Ellen Roussel,Letter,
2182,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,My Letter,"Litchfield, Grace Denio",1900,From: p521,,,,,Complementary Index,VL853,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,American Anthology,Ellen Roussel,Poetry,
2211,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Various, 1883","Litchfield, Grace Denio",1883,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbook",,,,,JHU Special Collections,VL881,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,various,Jean Lee Cole,,
